tiempo,Theta1,Theta2
7.95,100.456042996157,-129.770860415504
7.965,100.177259108613,-129.650692561926
7.98,99.8886149366313,-129.519959134525
7.995,99.5892050125887,-129.377673856531
8.01,99.2779254520535,-129.222650699056
8.025,98.9534087354598,-129.053439598149
8.04,98.6139271688802,-128.868231711441
8.055,98.257243605433,-128.664713611309
8.07,97.8803674436115,-128.439830206303
8.085,97.479125553932,-128.189370272613
8.1,97.0473274997546,-127.9071653741
8.115,96.5748779576061,-127.583292012094
8.13,96.0422750888864,-127.198877378789
8.145,95.3920629906841,-126.69944404039
8.16,94.765814421311,-126.21056710674
8.175,94.2994508236927,-125.860514223084
8.19,93.9319615501623,-125.596828953703
8.205,93.6422495604602,-125.402093420549
8.22,93.4195379413626,-125.267760669993
8.235,93.2576042000717,-125.18913293816
8.25,93.15282369645,-125.16368180204
8.265,93.1033641900061,-125.190368692351
8.28,93.1088726010553,-125.269390612663
8.295,93.1704635421948,-125.402187366879
8.31,93.2910070973117,-125.591711918255
8.325,93.475899532093,-125.843131926589
8.34,93.7349611979477,-126.165547039843
8.355,94.0880727549894,-126.577093723206
8.37,94.594289456062,-127.13142320986
8.385,95.116553002472,-127.700865956758
8.4,95.5160196292367,-128.158203626028
8.415,95.8507251567016,-128.557630995724
8.43,96.1406385566339,-128.917775509182
8.445,96.3962240540684,-129.248363197444
8.46,96.6239745363114,-129.555398755557
8.475,96.8283187639368,-129.842953702248
8.49,97.0124684907158,-130.113961168638
8.505,97.1788557010432,-130.370626142982
8.52,97.3293822649537,-130.614659602169
8.535,97.4655732814784,-130.847422191475
8.55,97.5886766318649,-131.070017388424
8.565,97.699730490465,-131.283354584652
8.58,97.7996107477474,-131.488193320016
8.595,97.8890653056824,-131.685175209585
8.61,97.9687394931593,-131.874847554136
8.625,98.0391952973786,-132.057681165961
8.64,98.1009261801373,-132.234084070223
8.655,98.154368673259,-132.404412201985
8.67,98.1999115796733,-132.568977873459
8.685,98.2379033647004,-132.728056558764
8.7,98.2686581589907,-132.881892390391
8.715,98.2924606822124,-133.030702656128
8.73,98.3095703176821,-133.174681511273
8.745,98.3202245117537,-133.314003068098
8.76,98.3246416308729,-133.448823986291
8.775,98.3230233790809,-133.579285659894
8.79,98.3155568562974,-133.705516075311
8.805,98.3024163207619,-133.82763139911
8.82,98.2837647060872,-133.945737342329
8.835,98.2597549334143,-134.059930338684
8.85,98.2305310514138,-134.170298566892
8.865,98.1962292307979,-134.276922841684
8.88,98.1569786352031,-134.379877393588
8.895,98.1129021864741,-134.479230554045
8.91,98.0641172393058,-134.575045359579
8.925,98.0107361777216,-134.667380086405
8.94,97.9528669438485,-134.756288725063
8.955,97.8906135078033,-134.841821403076
8.97,97.8240762861484,-134.924024762446
8.985,97.7533525152616,-135.002942297717
9,97.6785365850317,-135.078614659529
9.015,97.5997203375223,-135.151079927835
9.03,97.5169933345958,-135.220373858389
9.045,97.4304430979479,-135.286530105599
9.06,97.3401553245403,-135.349580424412
9.075,97.2462140800331,-135.409554853561
9.09,97.1487019724865,-135.466481882182
9.105,97.0477003083184,-135.520388601555
9.12,96.9432892322668,-135.571300843517
9.135,96.8355478528933,-135.619243306879
9.15,96.7245543549924,-135.664239673041
9.165,96.6103861001136,-135.706312711838
9.18,96.4931197162701,-135.745484378555
9.195,96.3728311777977,-135.781775902897
9.21,96.2495958762207,-135.815207870675
9.225,96.1234886828997,-135.845800298814
9.24,95.9945840041581,-135.873572704287
9.255,95.8629558295169,-135.898544167468
9.27,95.7286777736103,-135.920733390372
9.285,95.5918231123027,-135.940158750192
9.3,95.4524648134823,-135.956838348498
9.315,95.3106755629677,-135.970790056445
9.33,95.1665277859256,-135.98203155627
9.345,95.0200936641712,-135.990580379373
9.36,94.8714451496901,-135.996453941217
9.375,94.720653974699,-135.999669573264
9.39,94.5677916585381,-136.000244552178
9.405,94.4129295116708,-135.998196126447
9.42,94.2561386370444,-135.993541540626
9.435,94.0974899290538,-135.986298057336
9.45,93.9370540703317,-135.976482977173
9.465,93.7749015265779,-135.964113656655
9.48,93.6111025396271,-135.949207524336
9.495,93.4457271189435,-135.931782095186
9.51,93.2788450317198,-135.911854983356
9.525,93.1105257917508,-135.889443913418
9.54,92.9408386472392,-135.864566730165
9.555,92.769852567687,-135.837241407066
9.57,92.5976362300148,-135.807486053443
9.585,92.4242580040471,-135.775318920454
9.6,92.2497859374928,-135.740758405937
9.615,92.0742877405436,-135.703823058189
9.63,91.8978307702081,-135.664531578737
9.645,91.7204820144941,-135.622902824157
9.66,91.5423080765431,-135.578955806987
9.675,91.363375158818,-135.5327096958
9.69,91.1837490474414,-135.48418381446
9.705,91.003495096772,-135.433397640628
9.72,90.822678214308,-135.380370803541
9.735,90.6413628459972,-135.325123081112
9.75,90.4596129620312,-135.267674396381
9.765,90.277492043198,-135.208044813356
9.78,90.0950630678607,-135.146254532269
9.795,89.9123884996292,-135.08232388428
9.81,89.7295302757853,-135.016273325652
9.825,89.5465497965217,-134.948123431428
9.84,89.3635079150485,-134.877894888622
9.855,89.1804649286214,-134.805608488952
9.87,88.9974805705397,-134.731285121133
9.885,88.8146140031633,-134.654945762737
9.9,88.6319238119916,-134.576611471647
9.915,88.4494680008493,-134.496303377105
9.93,88.2673039882185,-134.414042670363
9.945,88.085488604758,-134.329850594957
9.96,87.9040780920476,-134.243748436594
9.975,87.7231281025949,-134.155757512653
9.99,87.5426937011419,-134.065899161315
10.005,87.3628293673073,-133.974194730298
10.02,87.1835889996017,-133.880665565207
10.035,87.0050259208528,-133.785332997477
10.05,86.8271928850782,-133.688218331904
10.065,86.6501420858459,-133.589342833744
10.08,86.4739251661624,-133.488727715359
10.095,86.2985932299337,-133.386394122386
10.11,86.124196855043,-133.282363119404
10.125,85.9507861080983,-133.176655675058
10.14,85.7784105608998,-133.069292646613
10.155,85.6071193086892,-132.960294763877
10.17,85.4369609902437,-132.849682612463
10.185,85.2679838098858,-132.737476616315
10.2,85.1002355614873,-132.623697019441
10.215,84.9337636545549,-132.50836386679
10.23,84.7686151424924,-132.39149698417
10.245,84.6048367531494,-132.273115957138
10.26,84.4424749217741,-132.15324010874
10.275,84.2815758265062,-132.031888476004
10.29,84.1221854265589,-131.909079785037
10.305,83.9643495032587,-131.784832424601
10.32,83.8081137041318,-131.659164417991
10.335,83.6535235902481,-131.532093393035
10.35,83.5006246870625,-131.403636550019
10.365,83.34946253902,-131.273810627291
10.38,83.200082768227,-131.142631864303
10.395,83.0525311375294,-131.010115961772
10.41,82.9068536183824,-130.876278038659
10.425,82.7630964639448,-130.741132585557
10.44,82.6213062878935,-130.604693414088
10.455,82.4815301495128,-130.466973601813
10.47,82.343815645697,-130.327985432099
10.485,82.2082110105853,-130.187740328323
10.5,82.0747652236555,-130.046248781681
10.515,81.9435281272188,-129.903520271783
10.53,81.814550554393,-129.759563179076
10.545,81.6878844687979,-129.614384687989
10.56,81.5635831173998,-129.467990679552
10.575,81.4417011981556,-129.320385611975
10.59,81.3222950443715,-129.171572387499
10.605,81.2054228279975,-129.021552203487
10.62,81.0911447844536,-128.870324385398
10.635,80.979523462026,-128.71788619887
10.65,80.8706239994031,-128.564232637615
10.665,80.7645144355682,-128.409356183211
10.68,80.6612660570479,-128.253246532154
10.695,80.560953788473,-128.095890284544
10.71,80.4636566335836,-127.937270587689
10.725,80.3694581752679,-127.77736672646
10.74,80.2784471450348,-127.616153650418
10.755,80.1907180745933,-127.453601425535
10.77,80.1063720450869,-127.28967459541
10.785,80.0255175531901,-127.124331433241
10.8,79.948271517983,-126.957523061078
10.815,79.87476045863,-126.789192406671
10.83,79.805121880901,-126.619272960113
10.845,79.7395059211984,-126.447687281606
10.86,79.6780773110191,-126.274345197058
10.875,79.6210177441799,-126.099141598267
10.89,79.5685287559185,-125.921953736744
10.905,79.5208352605441,-125.742637861353
10.92,79.4781899479459,-125.56102499413
10.935,79.4408788173907,-125.376915557294
10.95,79.4092282433795,-125.190072442913
10.965,79.3836141460283,-125.000211930817
10.98,79.3644741177106,-124.806991567812
10.995,79.3523238113764,-124.60999364574
11.01,79.3477796617402,-124.40870211323
11.025,79.3515913629409,-124.202469339133
11.04,79.3646900475128,-123.990466507689
11.055,79.3882631328794,-123.771606182266
11.07,79.4238776649397,-123.544414263626
11.085,79.4737001495536,-123.306801432202
11.1,79.5409336275791,-123.055609029279
11.115,79.6308480703147,-122.785542818988
11.13,79.753783890886,-122.486065737675
11.145,79.9576916515524,-122.108803485336
11.16,80.1012060959462,-121.789787897215
11.175,80.1845058230536,-121.532282298778
11.19,80.2285192339174,-121.317339854936
11.205,80.2413697291714,-121.137510371472
11.22,80.2271632411066,-120.988813361135
11.235,80.1880915212689,-120.868846814103
11.25,80.1251842096812,-120.776115773097
11.265,80.0386181522416,-120.709751830064
11.28,79.9278220416309,-120.669407548893
11.295,79.7914413840519,-120.655265159607
11.31,79.6271472574373,-120.668169548494
11.325,79.4311709991197,-120.709981067598
11.34,79.197158325179,-120.78449073579
11.355,78.9128185101433,-120.900189601845
11.37,78.5258756550054,-121.101198023097
11.385,78.1724482071008,-121.249792630016
11.4,77.8588727452705,-121.347311819855
11.415,77.5670395312169,-121.414508270243
11.43,77.2900192380414,-121.459871295506
11.445,77.0241440563169,-121.488144507825
11.46,76.7671532934232,-121.502390182215
11.475,76.5175255063212,-121.504757712041
11.49,76.2741758146795,-121.496841739618
11.505,76.0362982756387,-121.479873305817
11.52,75.8032755925116,-121.454831781713
11.535,75.5746236565442,-121.422514998914
11.55,75.3499556138072,-121.383585520152
11.565,75.1289575769011,-121.338602440687
11.58,74.9113716339733,-121.288043981795
11.595,74.6969836194404,-121.232323989322
11.61,74.485614098409,-121.171804263615
11.625,74.2771115828579,-121.106803958201
11.64,74.0713473361021,-121.037606867814
11.655,73.8682113318815,-120.964467164986
11.67,73.6676090685945,-120.887613975516
11.685,73.469459027384,-120.807255070959
11.7,73.2736906221415,-120.723579880072
11.715,73.0802425303122,-120.636761968225
11.73,72.8890613219903,-120.546961096407
11.745,72.7001003251867,-120.454324944558
11.76,72.5133186799225,-120.358990564334
11.775,72.3286805446399,-120.261085611877
11.79,72.1461544264931,-120.160729400289
11.805,71.9657126131496,-120.058033803267
11.82,71.7873306883526,-119.953104034994
11.835,71.6109871170448,-119.846039326558
11.85,71.4366628886069,-119.736933515277
11.865,71.2643412089184,-119.625875560368
11.88,71.0940072336465,-119.51294999598
11.895,70.9256478365215,-119.398237330697
11.91,70.759251407433,-119.281814401118
11.925,70.5948076760555,-119.163754685847
11.94,70.4323075574145,-119.04412858522
11.955,70.2717430163805,-118.923003671281
11.97,70.1131069485491,-118.800444911822
11.985,69.9563930753536,-118.676514871729
12,69.801595851579,-118.551273894432
12.015,69.6487103837119,-118.424780265829
12.03,69.4977323577873,-118.297090362752
12.045,69.348657975578,-118.168258787745
12.06,69.2014838981329,-118.0383384917
12.075,69.0562071958026,-117.907380885691
12.09,68.9128253040043,-117.775435943174
12.105,68.7713359840772,-117.642552293578
12.12,68.6317372886589,-117.50877730819
12.135,68.4940275310854,-117.374157179116
12.15,68.3582052583818,-117.238736992026
12.165,68.2242692274567,-117.102560793286
12.18,68.0922183841657,-116.965671652039
12.195,67.9620518449445,-116.828111717709
12.21,67.8337688807496,-116.689922273368
12.225,67.7073689030713,-116.55114378534
12.24,67.5828514518135,-116.411815949407
12.255,67.4602161848561,-116.271977733901
12.27,67.3394628691355,-116.131667419984
12.285,67.2205913730988,-115.990922639343
12.3,67.1036016603998,-115.849780409547
12.315,66.9884937847236,-115.708277167248
12.33,66.875267885633,-115.566448799425
12.345,66.763924185347,-115.42433067283
12.36,66.6544629863671,-115.281957661793
12.375,66.5468846698781,-115.139364174511
12.39,66.4411896948578,-114.996584177966
12.405,66.3373785978362,-114.85365122157
12.42,66.2354519932518,-114.710598459647
12.435,66.1354105743586,-114.567458672853
12.45,66.0372551146425,-114.424264288615
12.465,65.9409864697098,-114.281047400673
12.48,65.846605579615,-114.137839787805
12.495,65.7541134716013,-113.994672931795
12.51,65.6635112632269,-113.85157803472
12.525,65.5748001658556,-113.708586035604
12.54,65.4879814884956,-113.565727626505
12.555,65.4030566419673,-113.423033268081
12.57,65.3200271433904,-113.280533204686
12.585,65.2388946209774,-113.138257479049
12.6,65.1596608191267,-112.996235946564
12.615,65.0823276038088,-112.854498289248
12.63,65.0068969682423,-112.713074029403
12.645,64.9333710388569,-112.571992543011
12.66,64.8617520815447,-112.431283072911
12.675,64.792042508201,-112.290974741785
12.69,64.7242448835593,-112.151096564987
12.705,64.658361932326,-112.011677463256
12.72,64.5943965466215,-111.872746275335
12.735,64.5323517937391,-111.734331770539
12.75,64.4722309242313,-111.596462661293
12.765,64.4140373803378,-111.459167615677
12.78,64.3577748047693,-111.322475270017
12.795,64.3034470498661,-111.186414241539
12.81,64.2510581871479,-111.05101314113
12.825,64.2006125172794,-110.916300586233
12.84,64.1521145804726,-110.782305213915
12.855,64.1055691673537,-110.649055694138
12.87,64.060981330322,-110.516580743267
12.885,64.0183563954329,-110.384909137866
12.9,63.9776999748378,-110.254069728794
12.915,63.9390179798199,-110.124091455675
12.93,63.9023166344649,-109.995003361752
12.945,63.8676024900107,-109.866834609195
12.96,63.8348824399253,-109.739614494893
12.975,63.8041637357625,-109.613372466795
12.99,63.7754540038545,-109.488138140832
13.005,63.748761262901,-109.363941318505
13.02,63.7240939425224,-109.240812005172
13.035,63.7014609028492,-109.118780429117
13.05,63.6808714552273,-108.997877061464
13.065,63.6623353841247,-108.878132637012
13.08,63.6458629703333,-108.759578176071
13.095,63.6314650155692,-108.64224500739
13.11,63.619152868581,-108.526164792261
13.125,63.6089384528901,-108.41136954992
13.14,63.6008342962957,-108.297891684339
13.155,63.5948535622893,-108.18576401254
13.17,63.5910100835413,-108.075019794559
13.185,63.5893183976323,-107.965692765209
13.2,63.5897937852248,-107.857817167793
13.215,63.592452310886,-107.751427789951
13.23,63.5973108667952,-107.646560001818
13.245,63.604387219596,-107.543249796714
13.26,63.6137000606756,-107.441533834593
13.275,63.6252690601886,-107.341449488495
13.29,63.6391149251738,-107.2430348943
13.305,63.6552594621522,-107.146329004081
13.32,63.6737256446377,-107.051371643406
13.335,63.6945376860408,-106.958203572972
13.35,63.7177211185005,-106.866866554995
13.365,63.743302878245,-106.777403424839
13.38,63.7713113981511,-106.689858168404
13.395,63.8017767082556,-106.604276005883
13.41,63.8347305450651,-106.520703482542
13.425,63.8702064706197,-106.439188567287
13.44,63.9082400023862,-106.359780759853
13.455,63.9488687552032,-106.282531207588
13.47,63.9921325966612,-106.207492832901
13.485,64.0380738174925,-106.134720472613
13.5,64.0867373187697,-106.064271030616
13.515,64.1381708179641,-105.996203645433
13.53,64.1924250762237,-105.930579874511
13.545,64.249554149581,-105.867463897363
13.56,64.3096156672178,-105.80692273997
13.575,64.3726711404102,-105.749026523242
13.59,64.4387863063614,-105.693848738799
13.605,64.5080315118246,-105.641466555837
13.62,64.5804821422583,-105.591961163499
13.635,64.6562191032552,-105.545418153929
13.65,64.7353293621992,-105.501927952102
13.665,64.8179065595763,-105.461586299639
13.68,64.9040517011604,-105.424494801178
13.695,64.993873944495,-105.390761543539
13.71,65.0874914958138,-105.360501799954
13.725,65.1850326369197,-105.333838834202
13.74,65.2866369057646,-105.310904822656
13.755,65.3924564597953,-105.291841916245
13.77,65.5026576578854,-105.276803469407
13.785,65.6174229053179,-105.265955469601
13.8,65.7369528174481,-105.259478209286
13.815,65.8614687722289,-105.257568253169
13.83,65.9912159409565,-105.26044076785
13.845,66.1264669121279,-105.268332300052
13.86,66.2675260577437,-105.281504115283
13.875,66.4147348384536,-105.300246243841
13.89,66.5684783092063,-105.324882429668
13.905,66.7291931790651,-105.355776245916
13.92,66.897377910857,-105.393338739234
13.935,67.073605539605,-105.438038108318
13.95,67.2585401781166,-105.490412137102
13.965,67.4529586227125,-105.551084432921
13.98,67.6577791752602,-105.620786041687
13.995,67.8741009478236,-105.700384865394
14.01,68.1032588726467,-105.790926758831
14.025,68.3469031259751,-105.893694769477
14.04,68.6071182410383,-106.010297860519
14.055,68.8866104331356,-106.142810300469
14.07,69.1890207936603,-106.294004570201
14.085,69.5194937362879,-106.467774045122
14.1,69.885835883705,-106.669995160089
14.115,70.3013663074062,-106.910651200724
14.13,70.7936394174398,-107.210329948457
14.145,71.5629958530088,-107.719398807213
14.16,72.0529669199243,-108.016119111621
14.175,72.4221384287374,-108.222695036878
14.19,72.7058280381177,-108.366394797352
14.205,72.9183044193325,-108.458218860458
14.22,73.0671758773413,-108.503950668486
14.235,73.1567752503783,-108.506773660042
14.25,73.18943134649,-108.468255484175
14.265,73.1659944168316,-108.388752725752
14.28,73.0859994567383,-108.267531825314
14.295,72.947563558049,-108.102679485193
14.31,72.7469566449791,-107.890753449518
14.325,72.4775483181153,-107.625939253983
14.34,72.1270635404114,-107.297878757955
14.355,71.6690432554993,-106.884959825097
14.37,70.9058738770451,-106.233892413448
14.385,70.3915562027212,-105.762880812663
14.4,69.9665122926549,-105.354634156772
14.415,69.5947245548778,-104.98304081136
14.43,69.2611231680006,-104.637369035965
14.445,68.9571221983326,-104.311579051844
14.46,68.677161046234,-104.001800466869
14.475,68.4173463441409,-103.705349141937
14.49,68.1748053188569,-103.420262282083
14.505,67.9473363848119,-103.14504872236
14.52,67.7332030659503,-102.878542426523
14.535,67.5310043325288,-102.619810745917
14.55,67.3395888493697,-102.368094007113
14.565,67.157995971409,-102.122764105432
14.58,66.9854138098686,-101.883295183425
14.595,66.8211486182003,-101.64924229562
14.61,66.6646019282007,-101.420225523811
14.625,66.5152531382751,-101.195917915389
14.64,66.3726460277293,-100.976036167001
14.655,66.236378156048,-100.760333320336
14.67,66.106092420227,-100.54859295935
14.685,65.9814702520161,-100.340624545788
14.7,65.8622260789515,-100.136259629991
14.715,65.7481027716765,-99.935348743352
14.73,65.6388678697856,-99.7377588277397
14.745,65.5343104285702,-99.5433710923393
14.76,65.4342383656423,-99.352079213956
14.775,65.3384762134847,-99.1637878157168
14.79,65.2468632042572,-98.9784111732457
14.805,65.159251628556,-98.7958721080719
14.82,65.075505421589,-98.6161010362047
14.835,64.9954989393251,-98.439035146118
14.85,64.9191158942729,-98.2646176852972
14.865,64.846248426127,-98.092797338365
14.88,64.7767962869452,-97.9235276828579
14.895,64.7106661240557,-97.7567667111599
14.91,64.6477708467336,-97.5924764090609
14.925,64.58802906499,-97.4306223829877
14.94,64.5313645906836,-97.2711735292386
14.955,64.4777059927042,-97.114101739611
14.97,64.4269861992347,-96.9593816386697
14.985,64.379142141145,-96.8069903486222
15,64.3341144314374,-96.6569072783593
15.015,64.2918470763912,-96.509113933715
15.03,64.2522872146572,-96.3635937464133
15.045,64.2153848810698,-96.2203319195197
15.06,64.181092792374,-96.0793152875098
15.075,64.1493661524346,-95.9405321893161
15.09,64.1201624748037,-95.8039723529281
15.105,64.0934414207973,-95.6696267903009
15.12,64.0691646514514,-95.5374877014855
15.135,64.0472956919351,-95.4075483870233
15.15,64.0277998071603,-95.279803167768
15.165,64.010643887481,-95.154247311392
15.18,63.9957963434975,-95.0308769649258
15.195,63.9832270090967,-94.9096890927493
15.21,63.9729070519535,-94.7906814195236
15.225,63.9648088908039,-94.6738523776053
15.24,63.9589061188751,-94.5592010585379
15.255,63.9551734329225,-94.4467271682574
15.27,63.9535865673817,-94.3364309856888
15.285,63.954122233192,-94.2283133244431
15.3,63.9567580608975,-94.1223754973558
15.315,63.9614725476647,-94.0186192836345
15.33,63.9682450078981,-93.9170468984044
15.345,63.9770555271605,-93.8176609644664
15.36,63.9878849191356,-93.7204644860962
15.375,64.0007146853968,-93.6254608247333
15.39,64.0155269777634,-93.5326536764213
15.405,64.0323045630512,-93.4420470508761
15.42,64.0510307900385,-93.3536452520702
15.435,64.0716895584857,-93.2674528602315
15.45,64.0942652900619,-93.1834747151657
15.465,64.1187429010432,-93.1017159008202
15.48,64.1451077766622,-93.0221817310146
15.495,64.1733457469954,-92.9448777362723
15.51,64.2034430642871,-92.8698096516916
15.525,64.2353863816168,-92.7969834058027
15.54,64.269162732825,-92.7264051103628
15.555,64.3047595136185,-92.6580810510449
15.57,64.3421644637858,-92.5920176789831
15.585,64.3813656504552,-92.5282216031391
15.6,64.4223514523379,-92.4666995834599
15.615,64.4651105449008,-92.4074585248023
15.63,64.5096318864184,-92.3505054715982
15.645,64.5559047048603,-92.2958476032452
15.66,64.5773397363939,-92.2663059846355
15.675,64.5993860250028,-92.2375441784878
15.69,64.622040536354,-92.2095639621087
15.705,64.6453002813578,-92.1823671378466
15.72,64.6691623142095,-92.1559555323342
15.735,64.6936237305391,-92.1303309958345
15.75,64.718681665665,-92.1054954016866
